,id,name,first_air_date,overview,popularity,vote_average,vote_count
507,9907,Chowder,2007-11-02,"An aspiring young chef named Chowder has adventures as an apprentice in Mung Daal's catering company. Although he means well, Chowder often finds himself in predicaments due to his perpetual appetite and his nature as a scatterbrain. He is also pestered by Panini, the apprentice of Mung's rival Endive, who wants Chowder to be her boyfriend, which he abhors.",93.622,8.2,392
508,194766,The Summer I Turned Pretty,2022-06-16,"Every summer, Belly and her family head to the Fishers’ beach house in Cousins. Every summer is the same ... until Belly turns sixteen. Relationships will be tested, painful truths will be revealed, and Belly will be forever changed. It’s a summer of first love, first heartbreak and growing up — it's the summer she turns pretty.",169.268,8.2,728
509,2913,Are You Afraid of the Dark?,1992-08-15,"This spooky anthology series for kids recounts ghost stories told by the young members of the Midnight Society as they gather around a campfire. Each episode opens with members of the Midnight Society at their secret spot in the woods, where they prepare their fire and the night's storyteller announces the title of the his or her offering. However, the cameras soon leave the storyteller and switch to the tale being told.",77.325,8.2,573
510,288,¡Mucha Lucha!,2002-08-17,"¡Mucha Lucha! is an American-Canadian animated television series created by Eddie Mort and Lili Chin. The show is set in a town centered around lucha libre and follows the adventures of three children, Rikochet, The Flea and Buena Girl, as they struggle through the Foremost World-Renowned International School of Lucha, where they study.",65.603,8.169,384
511,79061,Craig of the Creek,2018-03-30,"Craig and his friends, Kelsey and JP, venture out into a kid-controlled wilderness in the creek.",193.874,8.168,235
512,5178,Stairway to Heaven,2003-12-03,"Song Ju and Jeong Seo who have lost a father and a mother respectively spend their childhood together like real siblings. Song Ju is there for Jeong Seo whenever she feels lonely and has a hard time, and Jeong Seo also relies a lot on Song Ju. However, after Jeong Seo's father gets married to Tae Mi Ra, Mi Ra and her daughter Yu Ri keep harassing Jeong Seo out of jealousy. Tae Hwa, Yu Ri's rough and wild older brother, has a crush on Jeong Seo who is pure and kind unlike him.",129.701,8.167,1114
513,2085,Courage the Cowardly Dog,1999-11-12,"The bizarre misadventures of a cowardly dog named Courage and his elderly owners in a farmhouse in Nowhere, Kansas.",104.93,8.167,1495
514,198004,King the Land,2023-06-17,"Amid a tense inheritance fight, a charming heir clashes with his hardworking employee who's known for her irresistible smile — which he cannot stand.",234.975,8.166,453
515,113558,Pandillas guerra y paz,1999-09-05,,23.417,8.166,217
516,105797,Wizards: Tales of Arcadia,2020-08-07,"Merlin’s apprentice joins Arcadia’s heroes on a time-bending adventure in Camelot, where conflict is brewing between the human, troll and magical worlds.",22.835,8.166,368
517,21729,Gurren Lagann,2007-04-01,"In the distant future, mankind has lived quietly and restlessly underground for hundreds of years, subject to earthquakes and cave-ins. Living in one such village are 2 young men: one named Simon who is shy and naïve, and the other named Kamina who believes in the existence of a “surface” world above their heads.",112.572,8.2,502
518,94280,Steven Universe Future,2019-12-07,"After saving the universe, Steven is still at it, tying up every loose end. As he runs out of other people's problems to solve, he'll finally have to face his own.",68.649,8.2,711
519,65329,Hyouka,2012-04-23,"Oreki Houtarou is a minimalistic high school boy. One day, he joins the Classic Literature Club at his elder sister's request. There he meets Chitanda Eru, Fukube Satoshi, and Ibara Mayaka. Chitanda is a calm beautiful girl but she turns into an embodiment of curiosity once she says, ""I'm curious."" Fukube is a smiling boy with a fantastic memory who calls himself a database. Ibara is a short girl and is strict with others and herself. They begin to investigate a case that occurred 45 years ago. Hints of the mystery are buried in an old collection of works of the former members of Classics Club. The collection is titled ""Hyouka.""",284.151,8.2,324
520,37527,Chobits,2002-04-02,"Tokyo is abuzz with persocoms – humanoid computers that are virtually perfect. The socially and technologically inept Hideki is dying to get his hands on one. When he finds Chii abandoned in the trash, she’s cuter than any current model he’s ever seen before. But when he gets her home and turns her on, she has no data and only a single learning program installed. While Hideki puts his whole heart into teaching Chii the ins and outs of humanity, a mystery unfolds as a dark secret within her awakens.",39.252,8.2,213
521,110316,Alice in Borderland,2020-12-10,"With his two friends, a video-game-obsessed young man finds himself in a strange version of Tokyo where they must compete in dangerous games to win.",490.387,8.162,2025
522,61889,Marvel's Daredevil,2015-04-10,Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.,151.31,8.163,4529
523,105590,Chespirito,1980-02-04,,50.213,8.2,371
524,34307,Shameless,2011-01-09,"Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",505.042,8.162,2764
525,240,Jackie Chan Adventures,2000-09-09,"Jackie Chan teams up in this animé-style adventure with his 11-year-old niece, Jade, traveling the globe to locate a dozen magical talismans before the sinister Dark Hand does. Helping Jackie and Jade is Uncle, a cantankerous but wise antiquities expert. Though officially Jackie works as an archaeologist, in reality he also assists Captain Black, leader of the covert police squad Section 13.",79.155,8.2,807
526,125988,Silo,2023-05-04,"In a ruined and toxic future, thousands live in a giant silo deep underground. After its sheriff breaks a cardinal rule and residents die mysteriously, engineer Juliette starts to uncover shocking secrets and the truth about the silo.",1310.42,8.158,1212
527,34105,Golden Boy,1995-10-27,"Kintaro Oe is a 25-year-old boy who left Tokyo University and now lives a simple life, traveling by bicycle to learn everything he can about the world.",37.19,8.16,441
528,97727,Inside Job,2021-10-22,"For employees of the Deep State, conspiracies aren't just theories — they're fact. And keeping them a secret is a full-time job.",65.793,8.157,825
529,96203,Gleipnir,2020-04-05,"Shuichi Kagaya is an ordinary high school kid in a boring little town. But when a beautiful classmate is caught in a warehouse fire, he discovers a mysterious power: he can transform into a furry dog with an oversized revolver and a zipper down his back. He saves the girl’s life, sharing his secret with her. But she’s searching for the sister who killed her family, and she doesn’t care how degrading it gets: she will use Shuichi to accomplish her mission…",203.306,8.2,673
530,1100,How I Met Your Mother,2005-09-19,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,237.012,8.156,5029
531,60956,Doctor Stranger,2014-05-05,"As a child, Park Hoon and his dad were kidnapped and taken to North Korea. He grew up there, learning to be a doctor just like his father. When Park Hoon escapes back to South Korea and begins work at a prestigious hospital, he makes it his goal to earn enough money to go back to North Korea to rescue his true love. He'll do anything to find her, but then he meets and falls for a mysterious woman who looks exactly like her.",101.47,8.2,280
532,90814,Extracurricular,2020-04-29,"Determined to escape a dead-end life, a gifted high school student turns to a world of serious crime to ensure he can pay for college.",124.986,8.2,641
533,60808,No Game No Life,2014-04-09,Online gamer siblings are thrust into a new realm where they must play to take over the world.,143.564,8.2,651
534,56998,High School of the Dead,2010-07-05,"One morning, the high school student Takashi Komuro enjoys the silence at school when he's suddenly interrupted by strange noises and a shaky-legged person who tries to enter the school grounds. Subsequently, several teachers come to the school gate to shoo the person away. All of a sudden, a teacher is bitten by the person and within seconds the school campus becomes a place of violence, blood, death and undead zombies. Takashi, shocked by the scenery, runs for his life to save his schoolmates and childhood love, Rei Miyamoto. The struggle for survival has just begun…",55.812,8.152,801
535,2382,Freaks and Geeks,1999-09-25,"High school mathlete Lindsay Weir rebels and begins hanging out with a crowd of burnouts (the ""freaks""), while her brother Sam Weir navigates a different part of the social universe with his nerdy friends (the ""geeks"").",42.296,8.151,743
536,4743,The Boarding School,2007-05-24,"El Internado Laguna Negra was a Spanish television drama-thriller focusing on the students of a fictional boarding school in a forest, where teenagers are sent by their parents to study. The boarding school is situated in a forest far from the city, on the outskirts on which macabre events occur. The series debut on 24 May 2007, and is a production of Antena 3. Although the show is recorded and produced in HD, it is only broadcast in SD. However, an HD Blu-ray Disc release has been announced.",62.446,8.2,582
537,4686,Ben 10,2005-12-27,"When 10-year-old Ben Tennyson discovers a mysterious device, he gains the power to change into ten different alien heroes, each with uniquely awesome powers. With such abilities at his disposal, Ben realizes a greater responsibility to help others and stop evildoers, but that doesn't mean he's above a little superpowered mischief now and then.",136.763,8.2,1638
538,2490,The IT Crowd,2006-02-03,"Two I.T. nerds and their clueless female manager, who work in the basement of a very successful company. When they are called on for help, they are never treated with any respect at all.",70.757,8.2,1369
539,18011,Vecinos,2005-07-10,"The everyday life of people in Mexican neighborhoods, where anything can be found. Each episode interacts between these peculiar neighbors, where they encounter real and fictitious problems.",52.911,8.148,1075
540,46195,Monogatari,2009-07-03,"Although there are still traces of the brief period he became a vampire, third-year high school student Koyomi Araragi is human again. He happens upon others with their own supernatural problems and finds that he can empathize. Koyomi becomes involved in their lives, seeking to help them and occasionally asking for advice from Meme Oshino, the homeless man who helped him become human again.",874.01,8.1,466
541,790,Agatha Christie's Poirot,1989-01-08,"From England to Egypt, accompanied by his elegant and trustworthy sidekicks, the intelligent yet eccentrically-refined Belgian detective Hercule Poirot pits his wits against a collection of first class deceptions.",296.921,8.1,470
542,91875,Prodigal Son,2019-09-23,The son of a notorious serial killer becomes an acclaimed criminal psychologist who uses his unique insight into how killers think to help the NYPD.,119.093,8.146,421
543,64320,Oh My Venus,2015-11-16,"Dumped by her boyfriend of 15 years for gaining weight, a lawyer gets help from a hotshot personal trainer to get in shape and turn her life around.",125.789,8.1,335
544,58957,Nathan for You,2013-02-28,"Self-proclaimed business expert, writer, director and comedian Nathan Fielder helps real small businesses turn a profit with marketing tactics that no ordinary consultant would dare to attempt. From driving foot traffic to an off-the-strip souvenir shop by using Hollywood flair and a Johnny Depp impersonator, to creating a rebate that can only be redeemed by climbing a mountain, to founding a coffee shop called ""Dumb Starbucks,” Nathan has always gone to the limit to make his ideas come to life. With his unorthodox approach to problem solving, Nathan’s genuine efforts to do good often draw the real people he encounters into an experience far beyond what they signed up for.",19.495,8.1,234
545,33623,The Avengers: Earth's Mightiest Heroes,2010-10-20,"When the powers of a single hero are not enough to save the world, the world’s greatest heroes—Iron Man, Thor, Captain America, The Hulk, Ant-Man/Giant Man and Wasp—assemble to form the Avengers.",66.724,8.1,692
546,34899,Magnificent Century,2011-01-06,"At the age of 26, when his reign began, Sultan Süleyman sought to build an empire more powerful than Alexander the Great and to render the Ottomans invincible. Throughout his 46-year reign, his fame as the greatest warrior and ruler of his age spreads both to the East and West.  With his companion Pargalı İbrahim, Süleyman achieves great victories, and makes his name known in the Muslim World. Süleyman called İbrahim his brother, friend and advisor. The television series shows Süleyman's consolidation of his power: Pargalı İbrahim being grand minister of state, reinforcing the rule of law throughout the empire, meeting foreign diplomats, and preparing for military campaigns, all set against the backdrop of the tension between Christian Europe and the Ottoman Empire.",70.925,8.1,784
547,79649,Project Blue Book,2019-01-08,"A chronicle of the true top secret U.S. Air Force-sponsored investigations into UFO-related phenomena in the 1950s and ’60s, known as “Project Blue Book”.",57.655,8.141,1062
548,131041,BLUE LOCK,2022-10-09,"After a disastrous defeat at the 2018 World Cup, Japan's team struggles to regroup. But what's missing? An absolute Ace Striker, who can guide them to the win. The Japan Football Union is hell-bent on creating a striker who hungers for goals and thirsts for victory, and who can be the decisive instrument in turning around a losing match...and to do so, they've gathered 300 of Japan's best and brightest youth players. Who will emerge to lead the team...and will they be able to out-muscle and out-ego everyone who stands in their way?",449.713,8.14,368
549,12504,SilverHawks,1986-09-08,Bionic policemen fight an escaped alien mob boss and his gang in space.,21.69,8.1,307
550,155537,Black Bird,2022-07-07,"As Jimmy Keene begins a 10-year prison sentence, he gets an incredible offer: If he can elicit a confession from suspected killer Larry Hall, Jimmy will be freed. Completing this mission becomes the challenge of a lifetime.",61.275,8.1,653
551,128883,Hometown Cha-Cha-Cha,2021-08-28,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",83.262,8.1,543
552,900,Skins,2007-01-25,"Irreverent comedy drama which follows the messy lives, loves, delirious highs and inevitable lows of a group of raucous teenage friends in Bristol.",189.832,8.139,1244
553,958,Beast Wars: Transformers,1996-04-22,"Two spaceships, one manned by benevolent Maximals, the other by evil Predacons, crash-land on a pre-humanoid planet while en route to Earth. Their crews assume indigenous animal forms to protect themselves from an overabundance of natural energy, transforming into robots to do battle. Thus, the Beast Wars have begun...",42.451,8.1,284
554,1705,Fringe,2008-09-09,"FBI Special Agent Olivia Dunham, brilliant but formerly institutionalized scientist Walter Bishop and his scheming, reluctant son Peter uncover a deadly mystery involving a series of unbelievable events and realize they may be a part of a larger, more disturbing pattern that blurs the line between science fiction and technology.",171.156,8.135,2484
555,87539,Katy Keene,2020-02-06,A group of aspiring artists living in New York City try to make their dreams come true.,13.602,8.134,272
556,135238,Gyeongseong Creature,2023-12-22,"Gyeongseong, 1945. In Seoul's grim era under colonial rule, an entrepreneur and a sleuth fight for survival and face a monster born out of human greed.",78.207,8.1,239
557,103516,Star Trek: Strange New Worlds,2022-05-05,"Follow Captain Christopher Pike, Science Officer Spock and Number One in the years before Captain Kirk boarded the U.S.S. Enterprise, as they explore new worlds around the galaxy.",76.631,8.1,566
558,33841,R. L. Stine's The Haunting Hour,2010-10-29,"R. L. Stine's The Haunting Hour is a Canadian/American original anthology horror-fantasy series, with episodes each half an hour long. The series is based on The Haunting Hour: Don't Think About It Movie, and the books The Haunting Hour and Nightmare Hour anthology by R. L. Stine.",55.312,8.1,202
559,2604,The Boondocks,2005-11-06,"When Robert “Granddad” Freeman becomes legal guardian to his two grandsons, he moves from the tough south side of Chicago to the upscale neighborhood of Woodcrest (a.k.a. ""The Boondocks"") so he can enjoy his golden years in safety and comfort. But with Huey, a 10-year-old leftist revolutionary, and his eight-year-old misfit brother, Riley, suburbia is about to be shaken up.",124.145,8.13,346
560,91363,What If...?,2021-08-11,"Taking inspiration from the comic books of the same name, each episode of this animated anthology series questions, revisits and twists classic Marvel Cinematic moments.",418.529,8.1,4256
561,1104,Mad Men,2007-07-19,"Set in 1960-1970 New York, this sexy, stylized and provocative drama follows the lives of the ruthlessly competitive men and women of Madison Avenue advertising.",154.08,8.128,1234
562,82591,Goblin Slayer,2018-10-07,"""I'm not saving the world. I just kill goblins.""

Rumor has it that, in a certain guild in the middle of nowhere, there is an extraordinary man who has climbed all the way to the Silver rank just by killing goblins. At the same guild, a priestess who's just become a new adventurer has formed her first party... and the man who ends up rescuing that party when they get into trouble is none other than the Goblin Slayer.",322.617,8.127,503
563,71731,Run Coyote Run,2017-05-08,,20.943,8.1,308
564,91239,Bridgerton,2020-12-25,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",186.286,8.1,2859
565,60573,Silicon Valley,2014-04-06,"In the high-tech gold rush of modern Silicon Valley, the people most qualified to succeed are the least capable of handling success. Partially inspired by Mike Judge’s own experiences as a Silicon Valley engineer in the late ‘80s, Silicon Valley is an American sitcom that centers around six programmers who are living together and trying to make it big in the Silicon Valley.",103.862,8.125,1626
566,1413,American Horror Story,2011-10-05,"An anthology horror drama series centering on different characters and locations, including a house with a murderous past, an asylum, a witch coven, a freak show, a hotel, a farmhouse in Roanoke, a cult, the apocalypse and a summer camp.",204.902,8.126,5640
567,86430,Your Honor,2020-12-06,New Orleans judge Michael Desiato is forced to confront his own deepest convictions when his son is involved in a hit and run that embroils an organized crime family.,83.525,8.125,1551
568,88974,Angel's Last Mission: Love,2019-05-22,"As a punishment for meddling in human affairs, an angel faces the impossible task of finding a soulmate for a cold-hearted ballerina.",215.699,8.124,230
569,85844,Wise Man's Grandchild,2019-04-10,"In the modern world, a lonely man dies and reincarnates in another world. Rescued as a baby from a tragedy by a brilliant sage named Merlin, the baby is raised as “Shin Walford,” and undergoes training in both magic and martial arts to kill the monsters that ravage the land. At 15 years old, Shin has become shockingly powerful. But his grandfather Merlin has forgotten to teach him the common sense of this world.

As a result, Shin enrolls in the kingdom's Magic Academy to hone his skills and mature among other teenagers. However, living a normal life is impossible, as he is established as a local celebrity almost as soon as he arrives.

This story follows Shin Walford's high school life in the capital as he makes new friends, learns about the world, and fights off the various forces of evil surrounding him and his city.",155.726,8.1,301
570,64706,Prison School,2015-07-11,"There was a time when the Hachimitsu Private Academy was a revered and elite all-girls' boarding school on the outskirts of Tokyo but a recent policy revision is allowing boys into the student body. On his first day, Kiyoshi Fujino discovers that he's one of only five boys enrolled at the school. Completely overwhelmed by the thousands of girls on campus, the few boys find that their situation is less than ideal.",148.757,8.1,658
571,33765,My Little Pony: Friendship Is Magic,2010-10-10,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.",154.01,8.1,652
572,1778,Zoey 101,2005-01-09,"Zoey 101 is an American television series which originally aired on Nickelodeon from January 9, 2005 until May 2, 2008. It focuses on the lives of teenager Zoey Brooks and her friends as they attend Pacific Coast Academy, a fictional boarding school in Southern California. It was created by Dan Schneider. It was initially filmed at Pepperdine University in Malibu, California, then at stages in Valencia, California beginning in season 3. It was nominated for an ""Outstanding Children's Program"" Emmy in 2005. Zoey 101 was the most expensive production ever for Nickelodeon series, as it was shot completely on location in Malibu. It was also Nickelodeon's best performance for a series premiere in almost eight years. Despite this, many critics have made negative comments about the show, its setting, and its characters.",61.243,8.1,1029
573,95,Buffy the Vampire Slayer,1997-03-10,"Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.",368.698,8.12,1743
574,61339,Sailor Moon Crystal,2014-07-05,Usagi Tsukino is chosen to be a guardian of justice and is sent on a quest to locate a Silver Crystal before the Dark Kingdom invades the Earth.,159.596,8.1,633
575,1813,Father Ted,1995-04-21,"A crazy comedy about three rather strange parish priests exiled to Craggy Island, a remote island off the Irish west coast.",33.991,8.1,300
576,155292,Scott Pilgrim Takes Off,2023-11-17,"Scott Pilgrim meets the girl of his dreams, Ramona Flowers, only to find out her seven evil exes stand in the way of their love.",52.475,8.1,282
577,80623,BAKI,2018-06-26,"While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.",88.202,8.1,1305
578,513,Batman Beyond,1999-01-10,"As new villains overrun Gotham City of the future, the aging Bruce Wayne hangs up the cape of the once invincible Batman. But when troubled teenager Terry McGinnis stumbles upon the Dark Knight's secret, a new alliance is forged. And a triumphant new Batman is born.",67.287,8.1,552
579,80752,See,2019-11-01,"A virus has decimated humankind. Those who survived emerged blind. Centuries later when twins are born with the mythic ability to see, their father must protect his tribe against a threatened queen.",255.536,8.115,2487
580,67178,Marvel's The Punisher,2017-11-17,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.,131.417,8.113,2613
581,12406,Powerpuff Girls Z,2006-07-01,"Professor Utonium and his son Ken are studying the strange Chemical X. When a mochi cake falls into the formula, it changes into Chemical Z. Ken fires a ray of Chemical Z at a glacier in Tokyo Bay, however that causes strange lights to scatter, some of them aim at three normal girls, Momoko, Miyako, and Kaoru. This gives them the power to transform into superheroes, the Powerpuff Girls Z!",32.573,8.113,225
582,80671,Cells at Work!,2018-07-08,"This is a story about you. A tale about the inside of your body... According to a new study, the human body consists of approximately 37 trillion cells. These cells are hard at work every day within a world that is your body. From the oxygen-carrying red blood cells to the bacteria-fighting white blood cells, get to know the unsung heroes and the drama that unfolds inside of you! It's the oddly relatable and interesting story that is the life of cells!",294.335,8.1,268
583,72844,The Haunting of Hill House,2018-10-12,"The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.",60.571,8.1,2321
584,61720,Violetta,2012-05-14,"A musically talented teenager returns to her native Buenos Aires with her father, Herman, after living in Europe for several years, navigating the trials and tribulations of growing up.",293.478,8.1,297
585,5303,The Storyteller,1988-05-15,"The Storyteller aided by his cynical dog, narrates classic folk tales, fables, and legends.",32.786,8.1,217
586,194583,The Walking Dead: Dead City,2023-06-18,"Maggie and Negan travel to post-apocalyptic Manhattan - long ago cut off from the mainland. The crumbling city is filled with the dead and denizens who have made it a world full of anarchy, danger, beauty, and terror.",69.765,8.1,532
587,89905,Normal People,2020-04-26,"Marianne and Connell weave in and out of each other's lives in this exploration of sex, power and the desire to love and be loved.",65.384,8.11,1124
588,17572,Kick Buttowski: Suburban Daredevil,2010-02-13,"Clarence Buttowski, a young boy, aspires to become the world's greatest daredevil, as he gets help from Gunther, his loyal friend and partner-in-crime.",86.614,8.1,605
589,94810,Adventure Time: Distant Lands,2020-06-25,"Based on the animated series Adventure Time, these four specials explore the unseen corners of the world with both familiar and exciting brand-new characters.",55.41,8.109,490
590,70540,Andi Mack,2017-04-07,"Andi is contemplative and artistic and sheltered by overprotective parents. But on the eve of her 13th birthday, Andi's free-spirited older sister Bex returns home with a revelation that changes everything and sends Andi on an uncharted course of self-discovery.",32.471,8.109,253
591,129600,Baki Hanma,2021-09-30,"To gain the skills he needs to surpass his powerful father, Baki enters Arizona State Prison to take on the notorious inmate known as Mr. Unchained.",72.646,8.1,504
592,100883,Never Have I Ever,2020-04-27,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",104.021,8.107,1736
593,72002,Dynasty,2017-10-11,"Follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",79.296,8.107,870
594,71790,S.W.A.T.,2017-11-02,A locally born and bred S.W.A.T. lieutenant is torn between loyalty to the streets and duty to his fellow officers when he's tasked to run a highly-trained unit that's the last stop for solving crimes in Los Angeles.,425.33,8.107,1415
595,26453,TRIGUN,1998-04-02,"Trigun takes place in the distant future on a desert planet. Vash the Stampede is a gunfighter with a legend so ruthless he has a $$60,000,000,000 bounty on his head. Entire towns evacuate at the rumor of his arrival. But the real Vash the Stampede, the enigmatic and conflicted lead character, is more heroic, even though he usually acts like a complete idiot.",44.157,8.107,447
596,45815,Brazil Avenue,2012-03-26,"Brazil Avenue is a dynamic, lifelike, and modern telenovela that reveals how unrelenting ambition and inflicted cruelty can change a young girl’s destiny and lead her to seek revenge.

",341.333,8.105,1247
597,15621,The Newsroom,2012-06-24,"A behind-the-scenes look at the people who make a nightly cable-news program. Focusing on a network anchor, his new executive producer, the newsroom staff and their boss, the series tracks their quixotic mission to do the news well in the face of corporate and commercial obstacles-not to mention their own personal entanglements.",58.265,8.106,605
598,1402,The Walking Dead,2010-10-31,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,383.852,8.106,16625
599,93812,The Great,2020-05-15,"A genre-bending, anti-historical ride through 18th century Russia following the rise of Catherine the Nothing to Catherine the Great and her explosive relationship with husband Peter, the emperor of Russia.",62.532,8.1,1015
600,39518,My Babysitter's a Vampire,2011-06-27,"Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.",54.005,8.1,347
601,33907,Downton Abbey,2010-09-26,"A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.

",150.934,8.104,1013
602,11721,La fea más bella,2006-01-23,"La Fea Más Bella is a Mexican telenovela produced by Televisa. It is the second Mexican version of the popular Colombian telenovela: Betty la fea. La Fea más Bella stars popular actress/singer/comedian Angélica Vale and actor/singer Jaime Camil, with one of the most diverse and popular supporting casts ever assembled in Mexico, including Angélica María, José José, Sergio Mayer, Elizabeth Álvarez, Patricia Navidad and many others.

Univision broadcast 2 hour episodes of La Fea Más Bella from September 13, 2010 to April 15, 2011 La Fea Más Bella also won the TV y Novelas award for best telenovela of the year. In 2009 it was dubbed into Arabic and aired on MTV Lebanon as Letty instead of La Fea Más Bella.

""The Best Telenovela of the Year 2007"".",50.448,8.103,577
603,35016,House of Anubis,2011-01-01,"Strange things are happening at an English boarding school called House of Anubis. Popular student Joy goes missing, the school's cranky caretaker has a creepy stuffed crow and the school's attic may be haunted. When recent American transplant Nina gets thrust into the school during this time, she decides to investigate along with her new friend, Fabian, and housemates.",37.327,8.102,265
604,1414,The Shield,2002-03-12,The story of an inner-city Los Angeles police precinct where some of the cops aren't above breaking the rules or working against their associates to both keep the streets safe and their self-interests intact.,119.367,8.1,732
605,71578,Atypical,2017-08-11,"Sam, an 18-year-old on the autism spectrum, takes a funny, yet painful, journey of self-discovery for love and independence and upends his family.",110.034,8.1,1086
606,74094,Our Love Has Always Been 10 Centimeters Apart.,2017-11-25,"The moment Miou Aida first met Haruki Serizawa at the Sakuragaoka High School Entrance Ceremony they both felt an unexplainable connection. Despite their completely different personalities, they found themselves walking home together after school every day. As they spend more time together, their feelings for each other grow stronger.",52.416,8.1,243
607,44217,Vikings,2013-03-03,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",606.691,8.097,6976
608,1835,Kenan & Kel,1996-08-17,"Set in Chicago, the show follows the kid-friendly misadventures of two high-school friends who are always scheming and dreaming. Kenan, who works at a grocery store, constantly devises crazy plans to strike it rich, while orange-soda-loving buddy Kel is always dragged along for the ride despite his track record for messing things up.",38.107,8.097,377
609,1719,Gargoyles,1994-10-24,"In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle. In present day, David Xanatos buys the castle and moves it to New York City. When the castle is attacked the gargoyles are awakened from a 1000 year curse.",49.211,8.095,428
610,1406,Deadwood,2004-03-21,"The story of the early days of Deadwood, South Dakota; woven around actual historic events with most of the main characters based on real people. Deadwood starts as a gold mining camp and gradually turns from a lawless wild-west community into an organized wild-west civilized town. The story focuses on the real-life characters Seth Bullock and Al Swearengen.",118.289,8.1,805
611,97219,"Hi Bye, Mama!",2020-02-22,"The story of a mother who died and begins a 49-day long project of reincarnation, and a husband who has barely begun to live a new life after overcoming the pain of losing his wife.

Jo Kang Hwa is a skilled thoracic surgeon. After losing his wife four years ago, he had been working as a single father until he got married again two years ago. While he seems like a caring person, he does not offer a hand nor intervene when needed.",109.142,8.1,439
612,117581,Ginny & Georgia,2021-02-24,"Angsty and awkward fifteen year old Ginny Miller often feels more mature than her thirty year old mother, the irresistible and dynamic Georgia Miller. After years on the run, Georgia desperately wants to put down roots in picturesque New England and give her family something they've never had... a normal life. But it's not all carpool and Kombucha as Georgia's past threatens her and her family's new way of life... and Georgia will do anything to protect her family.",70.563,8.092,1577
613,45016,The Bridge,2011-09-21,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.",167.929,8.1,590
614,79086,Godfather of Harlem,2019-09-29,"Loosely based on infamous crime boss Bumpy Johnson, who in the early 1960s returned from ten years in prison to find the neighborhood he once ruled in shambles. With the streets controlled by the Italian mob, Bumpy attempts to regain his piece of Harlem.",113.831,8.087,595
615,57041,Gintama,2006-04-04,"In an era where aliens have invaded and taken over feudal Tokyo, an unemployed samurai finds work however he can.",265.101,8.1,206
616,111499,De brutas nada,2020-06-11,"In a contemporary Mexico City, a group of six sophisticated close friends navigate through every life experience imaginable together: love, lies, heartbreak, marriage, divorce, kids, career, job loss, fights, break-ups, and unbreakable friendships.",18.65,8.1,555
617,68814,Strong Woman Do Bong Soon,2017-02-24,"Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.",151.578,8.1,248
618,1274,Six Feet Under,2001-06-03,"When death is your business, what is your life? For the Fisher family, the world outside of their family-owned funeral home continues to be at least as challenging as—and far less predictable than—the one inside.",84.085,8.085,948
619,112613,Ranking of Kings,2021-10-15,"Unable to hear, speak, or wield a sword, Prince Bojji doesn’t seem like a typical heir to the throne—and his kingdom agrees. But his fateful encounter with Kage, a shadow on the ground, gives him his first true friend. The two set off on a grand adventure and, together, form a bond that can overcome any obstacle...even being king.",56.945,8.1,245
